ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S13,33,S13-Maharashtra,33-Maval,10,JAGTAP LAXMAN MURLIDHAR,Independent
S13,33,S13-Maharashtra,33-Maval,11,JAGTAP LAXMAN SITARAM,Independent
S13,33,S13-Maharashtra,33-Maval,12,NANAWARE PRAMOD MAHADEO,Independent
S13,33,S13-Maharashtra,33-Maval,13,NURJAHAN YASIN SHAIKH,Independent
S13,33,S13-Maharashtra,33-Maval,14,H.B.P.ADV.R.K.PATIL,Independent
S13,33,S13-Maharashtra,33-Maval,15,BHIMRAO ANNA KADALE,Independent
S13,33,S13-Maharashtra,33-Maval,16,SIR MANUEL SABINO D'SOUZA,Independent
S13,33,S13-Maharashtra,33-Maval,17,RAJENDRA MARUTI KATE,Independent
S13,33,S13-Maharashtra,33-Maval,18,ADV.VAISHALI SURENDRA BORDE,Independent
S13,33,S13-Maharashtra,33-Maval,19,SUBHASH GOPALRAO BODHE,Independent
S13,34,S13-Maharashtra,34-Pune,1,ANIL SHIROLE,Bharatiya Janata Party
S13,34,S13-Maharashtra,34-Pune,2,IMTIYAZ PEERZADE,Bahujan Samaj Party
S13,34,S13-Maharashtra,34-Pune,3,DEEPAK NATHARAM PAIGUDE,Maharashtra Navnirman sena
S13,34,S13-Maharashtra,34-Pune,4,DR.VISHWAJEET PATANGRAO KADAM,Indian National Congress
S13,34,S13-Maharashtra,34-Pune,5,ARUN BHATIA,Peoples Guardian
S13,34,S13-Maharashtra,34-Pune,6,NANA KSHIRSAGAR,Bharipa Bahujan Mahasangh
S13,34,S13-Maharashtra,34-Pune,7,WARE SUBHASH SHANKARRAO,Aam Aadmi Party
S13,34,S13-Maharashtra,34-Pune,8,SAIYYAD AFSER  IBRAHIM,Samajwadi Party
S13,34,S13-Maharashtra,34-Pune,9,COL SURESH PATIL (RTD),Bahujan Mukti Party
S13,34,S13-Maharashtra,34-Pune,10,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha)
S13,34,S13-Maharashtra,34-Pune,11,AZAM VAKIL MANIYAR,Independent
S13,34,S13-Maharashtra,34-Pune,12,AJAY VASANT PAITHANKAR,Independent
S13,34,S13-Maharashtra,34-Pune,13,ASHAPAK SHAIKH,Independent
S13,34,S13-Maharashtra,34-Pune,14,UMESH BHUJANG MASANKHAMB,Independent
S13,34,S13-Maharashtra,34-Pune,15,KHIRID SIMKUMAR BHAGWAN,Independent
S13,34,S13-Maharashtra,34-Pune,16,COLONEL JAYANTRAO CHITALE,Independent
S13,34,S13-Maharashtra,34-Pune,17,DAMBALE RAHUL DHARMA,Independent
S13,34,S13-Maharashtra,34-Pune,18,DINESH PANDURANG PAWAR,Independent
S13,34,S13-Maharashtra,34-Pune,19,DEVKULE BIBHISHAN JAGANNATH,Independent
S13,34,S13-Maharashtra,34-Pune,20,NILESH DHANAVE,Independent
S13,34,S13-Maharashtra,34-Pune,21,BANSODE CHAYYA TUKARAM,Independent
S13,34,S13-Maharashtra,34-Pune,22,MANCHAK TRIMBAKRAO KARALE,Independent
S13,34,S13-Maharashtra,34-Pune,23,YADAV GANGADHAR NATHU,Independent
S13,34,S13-Maharashtra,34-Pune,24,RUPALI TAMBOLI,Independent
S13,34,S13-Maharashtra,34-Pune,25,VIJAY LAXMAN SARODE,Independent
S13,34,S13-Maharashtra,34-Pune,26,SHASHIKANT BHIKAJI OWHAL,Independent
S13,34,S13-Maharashtra,34-Pune,27,SHIVAJI  PANDURANG ADHAV,Independent
S13,34,S13-Maharashtra,34-Pune,28,SUSHAMA PANDURANG GAIKWAD,Independent
S13,34,S13-Maharashtra,34-Pune,29,SANTOSH PAWAR,Independent
S13,35,S13-Maharashtra,35-Baramati,1,CHAUDHARI KALURAM VINAYAK,Bahujan Samaj Party
S13,35,S13-Maharashtra,35-Baramati,2,SUPRIYA SULE,Nationalist Congress Party
S13,35,S13-Maharashtra,35-Baramati,3,TATYASAHEB SITARAM TELE,Janata Dal  (Secular)
S13,35,S13-Maharashtra,35-Baramati,4,MAHADEV JAGANNATH JANKAR,Rashtriya Samaj Paksha
S13,35,S13-Maharashtra,35-Baramati,5,RAVINDRA TAKALE,Bahujan Mukti Party
S13,35,S13-Maharashtra,35-Baramati,6,SURESH KHOPADE,Aam Aadmi Party
S13,35,S13-Maharashtra,35-Baramati,7,KOKARE SHIVAJI JAYSING,Independent
S13,35,S13-Maharashtra,35-Baramati,8,MAHADIK PRALHAD DAGADU,Independent
S13,35,S13-Maharashtra,35-Baramati,9,SURESHDADA BABURAO VEER,Independent
S13,36,S13-Maharashtra,36-Shirur,1,ADHALRAO SHIVAJI DATTATREY,Shivsena
S13,36,S13-Maharashtra,36-Shirur,2,ASHOK SHIRPATI KHANDEBHARAD,Maharashtra Navnirman sena
S13,36,S13-Maharashtra,36-Shirur,3,NIKAM DEVDATTA JAYWANT,Nationalist Congress Party
S13,36,S13-Maharashtra,36-Shirur,4,WAGHMARE SARJERAO BHIKA,Bahujan Samaj Party
S13,36,S13-Maharashtra,36-Shirur,5,GEETARAM RAMCHANDRA KADAM,Socialist Party (India)
S13,36,S13-Maharashtra,36-Shirur,6,NIKAM SOPANRAO PANDHARINATH,Aam Aadmi Party
S13,36,S13-Maharashtra,36-Shirur,7,BAJARE SITARAM NAMDEO (BABA),Bahujan Mukti Party
S13,36,S13-Maharashtra,36-Shirur,8,VIKAS SUDAM KUSEKAR,All India Forward Bloc
S13,36,S13-Maharashtra,36-Shirur,9,UMESH ARJUN KANCHAN,Independent
S13,36,S13-Maharashtra,36-Shirur,10,KATORE MAHADEV NIWRITTI,Independent
S13,36,S13-Maharashtra,36-Shirur,11,DAMBALE RAM  DHARMA,Independent
S13,36,S13-Maharashtra,36-Shirur,12,NILESH YASHWANT MHASKULE,Independent
S13,36,S13-Maharashtra,36-Shirur,13,MILINDRAJE DIGAMBAR BHOSALE,Independent
S13,36,S13-Maharashtra,36-Shirur,14,SONALI CHANDRASHEKHAR THORAT,Independent
S13,37,S13-Maharashtra,37-Ahmadnagar,1,KAKADE KISAN YASHWANT,Bahujan Samaj Party
S13,37,S13-Maharashtra,37-Ahmadnagar,2,GANDHI DILIPKUMAR MANSUKHLAL,Bharatiya Janata Party
S13,37,S13-Maharashtra,37-Ahmadnagar,3,RAJEEV APPASAHEB RAJALE,Nationalist Congress Party
S13,37,S13-Maharashtra,37-Ahmadnagar,4,H.B.P. AJAY SAHEBRAO BARASKAR MAHARAJ,Bahujan Mukti Party
S13,37,S13-Maharashtra,37-Ahmadnagar,5,DAMALE SHIVAJIRAO WAMAN,Bhartiya Navjawan Sena (Paksha)
S13,37,S13-Maharashtra,37-Ahmadnagar,6,DEEPALI SAYYED,Aam Aadmi Party
S13,37,S13-Maharashtra,37-Ahmadnagar,7,POPAT MANIK FULE,Maharashtra Parivartan Sena (T)
S13,37,S13-Maharashtra,37-Ahmadnagar,8,ANIL JAYSING GHANVAT,Independent
S13,37,S13-Maharashtra,37-Ahmadnagar,9,KOLSEPATIL BABAN GANGADHAR,Independent
S13,37,S13-Maharashtra,37-Ahmadnagar,10,DESHMUKH VIKAS NANASAHEB,Independent
S13,37,S13-Maharashtra,37-Ahmadnagar,11,PETRAS KISAN GAWARE,Independent
S13,37,S13-Maharashtra,37-Ahmadnagar,12,LAXMAN BHANUDAS SONALE,Independent
S13,37,S13-Maharashtra,37-Ahmadnagar,13,SHRIDHAR JAKHUJI DAREKAR,Independent
S13,38,S13-Maharashtra,38-Shirdi,1,BHAUSAHEB RAJARAM WAKCHAURE,Indian National Congress
S13,38,S13-Maharashtra,38-Shirdi,2,ADV. MAHENDRA DADASAHEB SHINDE,Bahujan Samaj Party
S13,38,S13-Maharashtra,38-Shirdi,3,LOKHANDE SADASHIV KISAN,Shivsena
S13,38,S13-Maharashtra,38-Shirdi,4,NITIN NAVNATH UDMALE,Aam Aadmi Party
S13,38,S13-Maharashtra,38-Shirdi,5,PAWAR VIJAY BANDERAO,The Lok Party of India
S13,38,S13-Maharashtra,38-Shirdi,6,RAGHUNATH RAMJI MAKASARE,Bharipa Bahujan Mahasangh
S13,38,S13-Maharashtra,38-Shirdi,7,SARODE POPAT RAMBHAU,Lok Bharati
S13,38,S13-Maharashtra,38-Shirdi,8,SANTOSH MADHUKAR ROHAM,Bahujan Mukti Party
S13,38,S13-Maharashtra,38-Shirdi,9,UDDHAVRAO BALWANT GAIKWAD,Independent
S13,38,S13-Maharashtra,38-Shirdi,10,GHOLAP SANDEEP BHASKAR,Independent
S13,38,S13-Maharashtra,38-Shirdi,11,BALASAHEB DASHRATH BAGUL,Independent
S13,38,S13-Maharashtra,38-Shirdi,12,WAGH GANGADHAR RADHAJI,Independent
S13,38,S13-Maharashtra,38-Shirdi,13,SHENDE RAVINDRA VITTHAL,Independent
S13,38,S13-Maharashtra,38-Shirdi,14,SAYAJI SHANKAR KHARAT,Independent
S13,39,S13-Maharashtra,39-Beed,1,DHAS SURESH RAMCHANDRA,Nationalist Congress Party
S13,39,S13-Maharashtra,39-Beed,2,MUNDE GOPINATHRAO PANDURANG,Bharatiya Janata Party
S13,39,S13-Maharashtra,39-Beed,3,ROTHOD DIGAMBAR RAMRAO,Bahujan Samaj Party
S13,39,S13-Maharashtra,39-Beed,4,KALE KRISHNA BHANUDAS,Bharipa Bahujan Mahasangh
S13,39,S13-Maharashtra,39-Beed,5,DONGARE MILIND KASHINATH,Prabuddha Republican Party
S13,39,S13-Maharashtra,39-Beed,6,TATE ASHOK SANTRAM,Ambedkarist Republican Party
S13,39,S13-Maharashtra,39-Beed,7,THORAT DHANRAJ VITTHAL,Maharashtra Parivartan Sena (T)
S13,39,S13-Maharashtra,39-Beed,8,NADU MADHAV,Aam Aadmi Party
S13,39,S13-Maharashtra,39-Beed,9,MANIKRAO MADHAVRAO BAVNE,Samajwadi Party
S13,39,S13-Maharashtra,39-Beed,10,RAHUL PRABHAKAR KAMBLE,Ambedkarite Party of India
S13,39,S13-Maharashtra,39-Beed,11,SHINGARE GOVIND BHARAT,Shivrajya Party
S13,39,S13-Maharashtra,39-Beed,12,SHAIKH IPTEKHAR ZAKEEBABA,Welfare Party Of India
S13,39,S13-Maharashtra,39-Beed,13,SAKSAMUDRE BHAGWAN KACHRUBA,Bahujan Mukti Party
S13,39,S13-Maharashtra,39-Beed,14,ARJUN HANMANTA NIMBALKAR,Independent
S13,39,S13-Maharashtra,39-Beed,15,AVINASH NAMDEV WANKHEDE,Independent
S13,39,S13-Maharashtra,39-Beed,16,ASHOK DHONDIBA SONWANE,Independent
S13,39,S13-Maharashtra,39-Beed,17,ASHOK BHAGOJI THORAT,Independent
S13,39,S13-Maharashtra,39-Beed,18,AGHAV JAYPRAKASH SITARAM,Independent
S13,39,S13-Maharashtra,39-Beed,19,INAMDAR JABBERMIYA DAGERASA,Independent
S13,39,S13-Maharashtra,39-Beed,20,DR. OWHAL JITENDRA MAHADEV,Independent
S13,39,S13-Maharashtra,39-Beed,21,KALE BAJIRAO SHANKAR,Independent
S13,39,S13-Maharashtra,39-Beed,22,GANGADHAR SITARAM KALKUTE,Independent
S13,39,S13-Maharashtra,39-Beed,23,JETHLIA SANTOSHBAPU  MITTHULAL,Independent
S13,39,S13-Maharashtra,39-Beed,24,TEJAS ANKUSH GHUMARE,Independent
S13,39,S13-Maharashtra,39-Beed,25,PRASHANT VISHNU SASANE,Independent
S13,39,S13-Maharashtra,39-Beed,26,BHAGWAT HARIHAR TAWARE,Independent
S13,39,S13-Maharashtra,39-Beed,27,VEER SHESHERAO CHOKHOBA,Independent
S13,39,S13-Maharashtra,39-Beed,28,SHAIKH CHAND SHIAKH MIYA,Independent
S13,39,S13-Maharashtra,39-Beed,29,SHAIKH SHAFIQ SHABBIR,Independent
S13,39,S13-Maharashtra,39-Beed,30,SHRIKANT VISHNU GADALE,Independent
S13,39,S13-Maharashtra,39-Beed,31,SADULLA ASDULLA INAMDAR,Independent
S13,39,S13-Maharashtra,39-Beed,32,SAYYED NAVIDUJJAMMA,Independent
S13,39,S13-Maharashtra,39-Beed,33,SAYYED MINHAJ ALI SAYYAD WAJED ALI (PENDKHAJURWALE),Independent
S13,39,S13-Maharashtra,39-Beed,34,SAYYED MUBIN RAHIMTULLA,Independent
S13,39,S13-Maharashtra,39-Beed,35,SAYYED SALIM FATTU,Independent
S13,39,S13-Maharashtra,39-Beed,36,SUMITRABAI DASHRATH PAWAR,Independent
S13,39,S13-Maharashtra,39-Beed,37,SOLANKE PARMESHWAR KALYANRAO,Independent
S13,39,S13-Maharashtra,39-Beed,38,SOLANKE PRKASH BHAGWANRAO,Independent
S13,39,S13-Maharashtra,39-Beed,39,HOKE (PATIL)RAJEDRA ACHYUTRAO,Independent
S13,40,S13-Maharashtra,40-Osmanabad,1,GAIKWAD RAVINDRA VISHWANATH,Shivsena
S13,40,S13-Maharashtra,40-Osmanabad,2,DHALE PADMASHEEL RAMCHANDRA,Bahujan Samaj Party
S13,40,S13-Maharashtra,40-Osmanabad,3,PATIL PADMASINHA BAJIRAO,Nationalist Congress Party
S13,40,S13-Maharashtra,40-Osmanabad,4,TARKASE PUSHPA MURLIDHAR,Hindusthan Nirman Dal
S13,40,S13-Maharashtra,40-Osmanabad,5,BHOSALE REVAN VISHWANATH,Janata Dal  (Secular)
S13,40,S13-Maharashtra,40-Osmanabad,6,ROKDE MILIND SOMNATH,Bharipa Bahujan Mahasangh
S13,40,S13-Maharashtra,40-Osmanabad,7,DR. RAMESH SUBRAV BANSODE,Republican Party of India
S13,40,S13-Maharashtra,40-Osmanabad,8,SHINDE RAJENDRA BHAIRAVNATH,Maharashtra Parivartan Sena (T)
S13,40,S13-Maharashtra,40-Osmanabad,9,VIKRAM ASHOK SAWALE,Aam Aadmi Party
S13,40,S13-Maharashtra,40-Osmanabad,10,ADV. SHAILENDRA RAMESHWAR YAVALKAR,Samajwadi Party
S13,40,S13-Maharashtra,40-Osmanabad,11,SAYYAD MOHAMD SAYYAD IBRAHIM,Bahujan Mukti Party
S13,40,S13-Maharashtra,40-Osmanabad,12,ALTAF HUSAIN YENEGURE,Independent
S13,40,S13-Maharashtra,40-Osmanabad,13,SMT. JADHAV UJVALA EKNATH,Independent
S13,40,S13-Maharashtra,40-Osmanabad,14,KAKASAHEB BABURAO RATHOD,Independent
S13,40,S13-Maharashtra,40-Osmanabad,15,GAIKWAD UMAJI PANDURANG,Independent
S13,40,S13-Maharashtra,40-Osmanabad,16,GAIKWAD RAVINDRA VISHWANATH,Independent
S13,40,S13-Maharashtra,40-Osmanabad,17,TUKARAM DASRAO GANGAWANE,Independent
S13,40,S13-Maharashtra,40-Osmanabad,18,TUPSUNDARE BALAJI BAPURAO,Independent
S13,40,S13-Maharashtra,40-Osmanabad,19,NAVNATH DASHRATH UPLEKAR,Independent
S13,40,S13-Maharashtra,40-Osmanabad,20,PADMSINH VIJAYSINH MUNDHE,Independent
S13,40,S13-Maharashtra,40-Osmanabad,21,SIDDIK IBRAHIM BOUDIWALI,Independent
S13,40,S13-Maharashtra,40-Osmanabad,22,PATIL MANOHAR ANANDRAO,Independent
S13,40,S13-Maharashtra,40-Osmanabad,23,SHAIKH MUBARAK MAINODDIN,Independent
S13,40,S13-Maharashtra,40-Osmanabad,24,ROHAN SUBHASH DESHMUKH,Independent
S13,40,S13-Maharashtra,40-Osmanabad,25,KSHIRSAGAR VIJAY MARUTI,Independent
S13,40,S13-Maharashtra,40-Osmanabad,26,KSHIRSAGAR SHIVAJI JAGANNATH,Independent
S13,40,S13-Maharashtra,40-Osmanabad,27,SUSHILKUMAR VINAYAK PADULE,Independent
S13,41,S13-Maharashtra,41-Latur,1,KAMBLE DEEPAK ARVIND,Bahujan Samaj Party
S13,41,S13-Maharashtra,41-Latur,2,BANSODE DATTATRAY GUNDERAO,Indian National Congress
S13,41,S13-Maharashtra,41-Latur,3,DR. SUNIL BALIRAM GAIKWAD,Bharatiya Janata Party
S13,41,S13-Maharashtra,41-Latur,4,DIPRATNA PRABHAKARRAO NILANGEKAR,Aam Aadmi Party
S13,41,S13-Maharashtra,41-Latur,5,BALAJI DNYANOBA KAMBLE,Samajwadi Party
S13,41,S13-Maharashtra,41-Latur,6,BHARAT MAROTI KADAM,Ambedkarite Party of India
S13,41,S13-Maharashtra,41-Latur,7,SHIVKHANDESHWAR NARAYAN DAHGE,Bharatiya Jawala Shakti Paksha
S13,41,S13-Maharashtra,41-Latur,8,SURYAWANSI SIDHARTH TUKARAM,Bahujan Mukti Party
S13,41,S13-Maharashtra,41-Latur,9,UDARE MINAKSHI MAHADEV,Independent
S13,41,S13-Maharashtra,41-Latur,10,KAMBLE MILIND HARIBHAU,Independent
S13,41,S13-Maharashtra,41-Latur,11,GAJENDRA LIMBAJI AVGHADE,Independent
S13,41,S13-Maharashtra,41-Latur,12,JARIPATKE DNYANOBA SOPANRAO,Independent
S13,41,S13-Maharashtra,41-Latur,13,JOGDAND FAKIRA VAIJNATH,Independent
S13,41,S13-Maharashtra,41-Latur,14,PADMAKAR KONDIBA OVHAL,Independent
S13,41,S13-Maharashtra,41-Latur,15,BHARAT DAMODAR LONDHE,Independent
S13,41,S13-Maharashtra,41-Latur,16,GAJANAN PANDURANG MANE,Independent
S13,41,S13-Maharashtra,41-Latur,17,RAJKUMAR BHIMRAO CHANDANSHIVE,Independent
S13,41,S13-Maharashtra,41-Latur,18,SHINDE SUDHIR SHRIPATRAO,Independent
S13,42,S13-Maharashtra,42-Solapur,1,SHARAD BANSODE,Bharatiya Janata Party
S13,42,S13-Maharashtra,42-Solapur,2,SHINDE SUSHILKUMAR SAMBHAJIRAO,Indian National Congress
S13,42,S13-Maharashtra,42-Solapur,3,ADV. SANJEEV SIDRAM SADAFULE,Bahujan Samaj Party
S13,42,S13-Maharashtra,42-Solapur,4,LALIT BABAR,Aam Aadmi Party
S13,42,S13-Maharashtra,42-Solapur,5,WAGHMARE PUNDALIK ONKARI,Bahujan Mukti Party
S13,42,S13-Maharashtra,42-Solapur,6,SONKAMBLE GAUTAM VIJAYKUMAR,Bharipa Bahujan Mahasangh
S13,42,S13-Maharashtra,42-Solapur,7,KEWALE CHAYA NAGNATH,Independent
S13,42,S13-Maharashtra,42-Solapur,8,DATTATRAYA VITTHAL THORAT,Independent
S13,42,S13-Maharashtra,42-Solapur,9,PAWAR YUVRAJ SIDRAM,Independent
S13,42,S13-Maharashtra,42-Solapur,10,BHISE KRISHNA NAGNATH,Independent
S13,42,S13-Maharashtra,42-Solapur,11,RAJENDRA DNYANDEO RANDIVE,Independent
S13,42,S13-Maharashtra,42-Solapur,12,VIKRAM UTTAM KASABE,Independent
S13,42,S13-Maharashtra,42-Solapur,13,SHINDE RAJKUMAR LAXMANRAO,Independent
S13,42,S13-Maharashtra,42-Solapur,14,SIDRAM KRISHNA DHOBALE,Independent
S13,42,S13-Maharashtra,42-Solapur,15,SUNITA VIJAYKUMAR UGHADE,Independent
S13,42,S13-Maharashtra,42-Solapur,16,SONAWANE SHIVAJI CHANDRAKANT,Independent
S13,43,S13-Maharashtra,43-Madha,1,BANSODE KUNDAN FULCHAND,Bahujan Samaj Party
S13,43,S13-Maharashtra,43-Madha,2,MOHITE PATIL VIJAYSINH SHANKARRAO,Nationalist Congress Party
S13,43,S13-Maharashtra,43-Madha,3,NAVANATH BHIMRAO PATIL,Hindusthan Praja Paksha
S13,43,S13-Maharashtra,43-Madha,4,SADABHAU RAMCHANDRA KHOT,Swabhimani Paksha
S13,43,S13-Maharashtra,43-Madha,5,ADV. SAVITA BALKRISHNA SHINDE,Aam Aadmi Party
S13,43,S13-Maharashtra,43-Madha,6,ADV.SUBHASH BALASAHEB PATIL (ANNA),Bahujan Mukti Party
S13,43,S13-Maharashtra,43-Madha,7,SURESH SHAMRAO GHADGE,All India Trinamool Congress
S13,43,S13-Maharashtra,43-Madha,8,JAGTAP NITIN MARUTI,Independent
S13,43,S13-Maharashtra,43-Madha,9,JADHAV SUNIL GUNDA,Independent
S13,43,S13-Maharashtra,43-Madha,10,DAGADU MANIK PAWAR,Independent
S13,43,S13-Maharashtra,43-Madha,11,DEVKATE SOMANATH ALIAS SOMESHWAR CHANDRAKANT,Independent
S13,43,S13-Maharashtra,43-Madha,12,NAGAMANI KISAN JAKKAN,Independent
S13,43,S13-Maharashtra,43-Madha,13,POL SUDHIR ARJUN,Independent
S13,43,S13-Maharashtra,43-Madha,14,PRAFULL SHIVRAO KADAM,Independent
S13,43,S13-Maharashtra,43-Madha,15,DR.PRAMOD RAMCHANDRA GAWADE,Independent
S13,43,S13-Maharashtra,43-Madha,16,SATHI BASHIR AHMED BASHAMIYAN SHAIKH,Independent
S13,43,S13-Maharashtra,43-Madha,17,BALIRAM SUKHDEV MORE,Independent
S13,43,S13-Maharashtra,43-Madha,18,BHAJANLAL YASHVANT NIMGAONKAR,Independent
S13,43,S13-Maharashtra,43-Madha,19,DR.BHISE INDRAKUMAR DEVRAO,Independent
S13,43,S13-Maharashtra,43-Madha,20,MOHITE-PATIL PRATAPSINH SHANKARRAO,Independent
S13,43,S13-Maharashtra,43-Madha,21,ROHIT RAMRUSHNA MORE,Independent
S13,43,S13-Maharashtra,43-Madha,22,WALKE VIKRAM VASUDEO,Independent
S13,43,S13-Maharashtra,43-Madha,23,SHAIKH SHAHAJAN PAIGAMBAR,Independent
S13,43,S13-Maharashtra,43-Madha,24,SUNITA MOHAN TUPSOUNDRYA,Independent
S13,44,S13-Maharashtra,44-Sangli,1,PATIL PRATIK PRAKASHBAPU,Indian National Congress
S13,44,S13-Maharashtra,44-Sangli,2,BANDGAR NANASO BALASO,Bahujan Samaj Party
S13,44,S13-Maharashtra,44-Sangli,3,SANJAYKAKA PATIL,Bharatiya Janata Party
S13,44,S13-Maharashtra,44-Sangli,4,NITIN GANPATRAO SAVGAVE,Bahujan Mukti Party
S13,44,S13-Maharashtra,44-Sangli,5,ADV. K. D. SHINDE,Janata Dal  (Secular)
S13,44,S13-Maharashtra,44-Sangli,6,SAMINA ABDULMAJID KHAN,Aam Aadmi Party
S13,44,S13-Maharashtra,44-Sangli,7,SUREKHA ALIAS SURAIYYA SHAHIN SHAIKH,Maharashtra Vikas Aghadi
S13,44,S13-Maharashtra,44-Sangli,8,ASHOK DNANU MANE(BHAU),Independent
S13,44,S13-Maharashtra,44-Sangli,9,CHOPADE SHRIPRASAD JANARDAN,Independent
S13,44,S13-Maharashtra,44-Sangli,10,TANAJIRAO JAGANNATH  JADHAV(CHINCHANIKAR),Independent
S13,44,S13-Maharashtra,44-Sangli,11,DHATTURE HAFIZBHAI HUSAIN,Independent
S13,44,S13-Maharashtra,44-Sangli,12,POURNIMA VILAS KORPALE,Independent
S13,44,S13-Maharashtra,44-Sangli,13,MADHUKAR BABURAO KAMBALE,Independent
S13,44,S13-Maharashtra,44-Sangli,14,SHARMILA BABA WAKSHE,Independent
S13,44,S13-Maharashtra,44-Sangli,15,SHRIRANG BABURAO PAKHARE,Independent
S13,44,S13-Maharashtra,44-Sangli,16,SIDDHA SHIVAPPA BHOSALE,Independent
S13,44,S13-Maharashtra,44-Sangli,17,SURESH PARTH MANE (NANA),Independent
S13,45,S13-Maharashtra,45-Satara,1,SHRIMANT CHH.  UDAYANRAJE PRATAPSINHA BHONSALE,Nationalist Congress Party
S13,45,S13-Maharashtra,45-Satara,2,PRASHANT VASANT CHAVAN,Bahujan Samaj Party
S13,45,S13-Maharashtra,45-Satara,3,ALTAF ABDULGANI SHIKALGAR,Bahujan Mukti Party
S13,45,S13-Maharashtra,45-Satara,4,ASHOK WAMAN GAIKWAD,Republican Party of India (A)
S13,45,S13-Maharashtra,45-Satara,5,CHANDRAKANT TATU KHANDAIT,Bharipa Bahujan Mahasangh
S13,45,S13-Maharashtra,45-Satara,6,RAJENDRA MADHUKAR CHORAGE,Aam Aadmi Party
S13,45,S13-Maharashtra,45-Satara,7,UMESH MUKUND WAGHMARE,Independent
S13,45,S13-Maharashtra,45-Satara,8,KADAM SAGAR UTTAMRAO,Independent
S13,45,S13-Maharashtra,45-Satara,9,GAWDE SUKHDEV BHANUDAS,Independent
S13,45,S13-Maharashtra,45-Satara,10,PANDURANG RAMCHANDRA SHINDE,Independent
S13,45,S13-Maharashtra,45-Satara,11,PURUSHOTTAM JADHAV,Independent
S13,45,S13-Maharashtra,45-Satara,12,DR. PRAKASH SHAMRAO PAWAR,Independent
S13,45,S13-Maharashtra,45-Satara,13,BICHUKALE ABHIJIT VAMANRAO,Independent
S13,45,S13-Maharashtra,45-Satara,14,ADV. VARSHA  MADGULKAR,Independent
S13,45,S13-Maharashtra,45-Satara,15,DR. VIJAYSINHA  DILIPRAO PATIL,Independent
S13,45,S13-Maharashtra,45-Satara,16,SUBHASH NIVRUTTI SHILEWANT,Independent
S13,45,S13-Maharashtra,45-Satara,17,SUHAS VISHWASRAO DESHMUKH,Independent
S13,45,S13-Maharashtra,45-Satara,18,SANDIP AMRUTRAO MOZAR,Independent
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,1,AYARE RAJENDRA LAHU,Bahujan Samaj Party
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,2,NILESH NARAYAN RANE,Indian National Congress
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,3,VINAYAK BHAURAO RAUT,Shivsena
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,4,ABHIJIT SHRIRAM HEGSHETYE,Aam Aadmi Party
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,5,ADV. DIPAK DATTARAM NEVGI,Socialist Party (India)
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,6,BIRJE YASHWANT ANANT,Bahujan Mukti Party
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,7,VINOD HANUMANTRAO SAWANT,Akhil Bharat Hindu Mahasabha
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,8,AJINKYA DHONDU GAWADE,Independent
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,9,ARUN HARISHCHANDRA MANJREKAR,Independent
S13,46,S13-Maharashtra,46-Ratnagiri - sindhudurg,10,SUNIL ALIAS YASHWANT VASANT PEDNEKAR,Independent
S13,47,S13-Maharashtra,47-Kolhapur,1,KURANE AJAY PRAKASH,Bahujan Samaj Party
S13,47,S13-Maharashtra,47-Kolhapur,2,DHANANJAY BHIMRAO MAHADIK,Nationalist Congress Party
S13,47,S13-Maharashtra,47-Kolhapur,3,SANJAY SADASHIV MANDALIK,Shivsena
S13,47,S13-Maharashtra,47-Kolhapur,4,KAMBLE DAYANAND VASANT,Bahujan Mukti Party
S13,47,S13-Maharashtra,47-Kolhapur,5,ATUL PRASANNAKUMAR DIGHE,Bharipa Bahujan Mahasangh
S13,47,S13-Maharashtra,47-Kolhapur,6,NARAYAN GUNDU POWAR,Aam Aadmi Party
S13,47,S13-Maharashtra,47-Kolhapur,7,MHAMANE ANIL SUBHASH,Independent
S13,47,S13-Maharashtra,47-Kolhapur,8,SAMPATRAO SHAMRAO PAWAR PATIL,Peasants And Workers Party of India
S13,47,S13-Maharashtra,47-Kolhapur,9,KAMBLE SUKUMAR DATTU,Independent
S13,47,S13-Maharashtra,47-Kolhapur,10,PANDURANG TUKARAM CHOUGALE,Independent
S13,47,S13-Maharashtra,47-Kolhapur,11,JEEVAN ALIAS C.A.PATIL,Independent
S13,47,S13-Maharashtra,47-Kolhapur,12,YASHWANT BALKRUSHNA JOSHI,Independent
S13,47,S13-Maharashtra,47-Kolhapur,13,PATIL BAJRANG KRISHNA,Independent
S13,47,S13-Maharashtra,47-Kolhapur,14,SHEREGAR CHETAN VENKATESH,Independent
S13,47,S13-Maharashtra,47-Kolhapur,15,SANDEEP GUNDOPANT SANKPAL,Independent
